Label,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Inbound,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,label_encoded
PortScan,0.0061940947,0.25574645,0.10937862,0.049622748,0.20270258,0.068560585,0.2014749,0.006959302,0.09033356,0.115841724,0.17192185,0.059760116,0.022805702,0.043188907,0.98647565,0.1378552,0.0721148,0.21518281,0.2654105,0.102790184,0.1525735,0.13486832,0.050312284,0.1595312,0.23662141,0.14098684,0.06359108,0.13779767,0.041900642,0.259565,0.16699733,0.19913182,0.08472788,0.16456473,0.1728732,0.089886025,0.20886023,0.20134413,0.06544608,0.0917815,0.009613104,0.20843308,0.2765624,1.0,0.18122965,0.08908004,0.06837525,0.20372751,0.21972528,0.19798063,0.016332427,0.25563565,0.20405312,0.21392758,0.23950265,0.21845742,0.12485981,0.20788674,0.046921294,0.252718,0.054794643,0.030165846,0.054454554,0.091333725,0.0014093909,0.23255149,0.24454077,0.03433199,0.1085305,0.075102836,0.13189773,0.07688553,0.09604119,0.27990827,0.17463243,0.0060673836,0.044278134,0.09227388,9
Bot,0.6845626,0.22623266,0.15036477,0.18024194,0.22012259,0.08761393,0.038731687,0.051946297,0.115536526,0.0063625625,0.2572239,0.20009968,0.11069141,0.10545732,0.12774591,0.57182485,0.11322512,0.29487136,0.010412459,0.20534462,0.17732018,0.11615392,0.00804577,0.21961996,0.009159124,0.21527696,0.1965986,0.08487426,0.05421946,0.1619946,0.09158214,0.23932679,0.06991345,0.28394094,0.028260944,0.073626004,0.14635807,0.13998492,0.26588693,0.005956186,0.23825558,0.04500333,0.067027494,0.020691264,0.19736375,0.123754986,0.07721086,0.2513288,0.28342512,0.1582433,0.2401976,0.023214476,0.20632093,0.13759367,0.22092372,0.038767796,0.27592704,0.2640086,0.113423765,0.034772363,0.096379936,0.23867652,0.022797147,0.14514932,0.019346569,0.2397056,0.013932917,0.19842203,0.09688195,0.27720168,0.08568419,0.15727666,0.17761753,0.24835955,0.24506341,0.110857986,0.011720984,0.22490779,1
Infiltration,0.15850869,0.15662369,0.11610742,0.14729694,0.29595456,0.016358053,0.12806149,0.16928896,0.22091714,0.23836514,0.14803387,0.1496335,0.027187614,0.29619917,0.16039893,0.06796108,0.08608714,0.10435133,0.056280088,0.28331807,0.059733592,0.08048681,0.16482525,0.031053035,0.24343388,0.26569405,0.08034954,0.015935065,0.27999046,0.20471089,0.2828201,0.23432612,0.26811972,0.24592254,0.120520845,0.0041807042,0.14395665,0.2251158,0.17946185,0.029134639,0.2810428,0.055204853,0.13063052,0.12122474,0.019176474,0.0495352,0.24218607,0.25924397,0.19319618,0.19229566,0.23785207,0.081171796,0.03009398,0.08707172,0.28275722,0.2787743,0.11515913,0.10504801,0.22298366,0.11143185,0.058642197,0.20130797,0.12108747,0.034672968,0.072611004,0.24422377,0.041015983,0.20400704,0.10314008,0.29575884,0.1618757,0.21269506,0.04311218,0.29693907,0.23069702,0.06524876,0.039060224,0.2634794,8
Bot,0.24540743,0.25723654,0.11725285,0.12977536,0.25635082,0.028213136,0.2794757,0.17795765,0.12790124,0.20714357,0.015628431,0.17221253,0.25540617,0.16671948,0.11857427,0.32128716,0.035113357,0.15329733,0.24760552,0.010763347,0.106123716,0.23869401,0.08307772,0.057870794,0.25764155,0.02969299,0.05169252,0.28556648,0.03184857,0.2184794,0.24832447,0.0001752932,0.122369625,0.17067124,0.20996803,0.13136034,0.16051535,0.13229118,0.025668757,0.056200497,0.25918072,0.1853785,0.081909284,0.12081492,0.24965793,0.08215507,0.037525017,0.21284674,0.23354962,0.09355842,0.13400067,0.18301956,0.070317596,0.15327464,0.21532643,0.1709293,0.21214202,0.11918742,0.05897771,0.14705609,0.060314722,0.21048962,0.019670488,0.28054506,0.16229665,0.038800906,0.22535764,0.0034500507,0.2954604,0.24335428,0.07733397,0.15815224,0.21420991,0.114553206,0.053574555,0.08426669,0.2151174,0.2471518,1
Web Attack - Brute Force,0.13440764,0.098800614,0.18060723,0.010892749,0.0010938051,0.40363786,0.23877949,0.19594048,0.19876313,0.18987817,0.27488253,0.10912456,0.2555262,0.03346005,0.1768831,0.121102266,0.098736174,0.27061543,0.04107712,0.28167272,0.23030531,0.15679997,0.15017392,0.067506045,0.028993715,0.2619885,0.17708068,0.01591665,0.0088228155,0.2829784,0.14086375,0.117792174,0.29282466,0.23875497,0.030675115,0.21196675,0.13658135,0.18452705,0.15758812,0.2571256,0.11162874,0.042142816,0.12861031,0.22599049,0.18073407,0.028977334,1.0,0.1786821,0.21541975,0.2819737,0.28419292,0.23703727,0.23440546,0.23895736,0.2889025,0.10809166,0.1602208,0.13747665,0.16826239,0.19305304,0.09073486,0.21806732,0.14064877,0.18190955,0.17193761,0.107039295,0.19864161,0.24892674,0.02431447,0.164318,0.1780681,0.28512654,0.27211013,0.038586628,0.088979535,0.018316861,0.29388687,0.12676817,11
Web Attack - SQLi,0.1008253,0.11936889,0.23765697,0.14970762,0.025382541,0.69545853,0.043343153,0.10458694,0.2873012,0.2854568,0.052912097,0.14838664,0.12997235,0.053507555,0.29988408,0.110906646,0.19759957,0.21725501,0.15248062,0.18805069,0.14326085,0.22981098,0.22224332,0.091806784,0.09228927,0.25175682,0.2807966,0.08385759,0.00084995315,0.20368929,0.13326965,0.19519082,0.23974125,0.1281712,0.15367672,0.21728781,0.082654126,0.06644281,0.23130797,0.08446575,0.04833999,0.24050012,0.06333731,0.29910734,0.029003281,0.12555186,1.0,0.29758355,0.25774595,0.1730797,0.1777656,0.142648,0.20650485,0.23218182,0.17730473,0.11843177,0.13145106,0.20561494,0.008582303,0.05645898,0.15074779,0.19522439,0.084301986,0.0071675833,0.15111329,0.056755718,0.2250984,0.013615877,0.10329424,0.0025015038,0.10412744,0.09963176,0.25303176,0.28808796,0.21108888,0.25502577,0.20127594,0.18179344,12
DoS Hulk,0.026423613,0.17544162,0.1343107,0.08333978,0.0663168,0.70342183,0.04943446,0.21088439,0.036906913,0.17083779,0.07664461,0.14318898,0.20462349,0.6244835,0.255555,0.0819925,0.20982757,0.059795797,0.22228804,0.0106976805,0.1344022,0.11220999,0.056328073,0.07419796,0.29293194,0.026489034,0.28583136,0.16642772,0.028184593,0.064334266,0.29901946,0.20301072,0.29760712,0.14040388,0.2816579,0.21009028,0.19304003,0.05825368,0.20801756,0.14435501,0.20449977,0.045709502,0.03200603,0.19143954,0.11283528,0.24071524,0.0473319,0.22266203,0.004503534,0.21540585,0.21393023,0.10522639,0.0352771,0.09721027,0.11859596,0.062031817,0.029927524,0.05927532,0.0774163,0.13076627,0.19186881,0.29926133,0.29129004,0.08637548,0.07330517,0.080308154,0.18536079,0.20895527,0.21261656,0.23450783,0.0014729385,0.0940598,0.2933676,0.03187837,0.06973848,0.2316752,0.2374894,0.05504245,4
DoS Slowloris,0.929605,0.29960313,0.17639786,0.19758135,0.20238186,0.25137976,0.13560481,0.10241553,0.11038566,0.2364843,0.07942931,0.16538261,0.16618028,0.07083592,0.17672786,0.062339727,0.18915507,0.1598414,0.18678352,0.21907704,0.032517143,0.12902673,0.20246728,0.24307422,0.2517403,0.027752692,0.14381579,0.18868509,0.28709462,0.026643557,0.2279673,0.25928465,0.08597079,0.18629996,0.017620748,0.029057879,0.21553731,0.2525208,0.22377649,0.058361113,0.13020042,0.020284537,0.21621546,0.21155581,0.02557756,0.19745518,0.0020927638,0.050239947,0.2156297,0.07413216,0.29186916,0.043633185,0.29394546,0.2715829,0.24886392,0.1730667,0.15532999,0.039816253,0.11588579,0.104490496,0.14491788,0.0721646,0.2041157,0.2830947,0.18347745,0.16392484,0.2688421,0.07244758,0.2855192,0.095051825,0.004233555,0.2134759,0.24137323,0.14376478,0.11630816,0.2546549,0.042792656,0.22759621,6
DoS Hulk,0.2166159,0.118759975,0.08074777,0.15723255,0.08620049,0.91969997,0.23739149,0.06365939,0.013141315,0.048092958,0.17573413,0.058170058,0.2777713,0.9264997,0.21845558,0.030327149,0.14905122,0.061409187,0.23094814,0.12370169,0.121685416,0.22964694,0.2923815,0.28049526,0.28921276,0.22709708,0.0072973697,0.19577305,0.12268145,0.0053820848,0.07111371,0.1704738,0.21901919,0.00926904,0.17805098,0.031119635,0.16057688,0.0033110906,0.046329934,0.24323374,0.07927932,0.22916898,0.048251823,0.17606623,0.015187443,0.29456046,0.27992645,0.16422927,0.084043995,0.18974875,0.23339166,0.14905919,0.17003818,0.07760216,0.17791638,0.19668931,0.17959902,0.13805124,0.2299759,0.09822129,0.1886304,0.20855105,0.28066233,0.045286134,0.09304996,0.19429228,0.18464541,0.13256094,0.23631991,0.14424443,0.20963874,0.26625136,0.040202,0.0024851097,0.17114924,0.13067235,0.17879218,0.021124484,4
DoS Slowloris,0.84867924,0.17956437,0.025200313,0.09355321,0.2575725,0.10507797,0.09365146,0.216242,0.19360287,0.23868324,0.26212543,0.030298484,0.034266513,0.002199782,0.027421834,0.18179117,0.021965224,0.20579216,0.18801065,0.07309217,0.118469864,0.11479992,0.14085336,0.24693735,0.28338024,0.027508201,0.24924527,0.21803501,0.1744485,0.07746844,0.015138338,0.22018778,0.1329091,0.049669936,0.09726777,0.18579014,0.013746615,0.2866011,0.16731569,0.074358575,0.13680021,0.20696461,0.2931189,0.27793503,0.07803455,0.1859987,0.24520932,0.1742536,0.1347109,0.107163414,0.22109972,0.017253196,0.132676,0.078945644,0.0041870708,0.26669398,0.030863991,0.169839,0.023674507,0.2582141,0.042054884,0.054733135,0.17064261,0.13606207,0.023846725,0.155694,0.22514102,0.23866649,0.19225042,0.06666556,0.2758436,0.15361989,0.15086117,0.13798276,0.036629226,0.18762833,0.23172054,0.13836984,6
Infiltration,0.16147281,0.2918186,0.056320027,0.24866708,0.009970079,0.03625949,0.12741303,0.08020503,0.08482955,0.16389583,0.033099353,0.2877303,0.17394328,0.17220962,0.09030882,0.06534783,0.27205327,0.18781841,0.19091764,0.10502236,0.18402603,0.1163688,0.12249547,0.0655059,0.040342815,0.111138746,0.118360326,0.2307076,0.15826283,0.26027876,0.07396692,0.25837514,0.021743415,0.13511863,0.24173447,0.02896195,0.01619908,0.067472145,0.26191694,0.042507835,0.020700509,0.27526382,0.2766234,0.21812977,0.061294887,0.06493651,0.27970684,0.19875368,0.14760154,0.031828992,0.20111495,0.1088266,0.051246878,0.08739402,0.119544655,0.02915695,0.0074761566,0.17929727,0.22914247,0.1443762,0.19242641,0.124176696,0.07058018,0.17655912,0.2941386,0.1853276,0.10207569,0.24136432,0.10088041,0.29239509,0.28773317,0.00568233,0.2673776,0.22873606,0.2034768,0.08515674,0.28339306,0.119183384,8
Web Attack - SQLi,0.006830477,0.27055773,0.18261737,0.2873638,0.28368258,0.6769978,0.23351829,0.2788378,0.005648597,0.026737088,0.27914572,0.23263673,0.10255535,0.007462828,0.220632,0.18795636,0.058120433,0.112595975,0.25373292,0.29158,0.29975477,0.29083273,0.1573692,0.13723794,0.29385406,0.0149686625,0.09412573,0.18198624,0.26300582,0.2625529,0.050102025,0.22540298,0.003725668,0.030093838,0.22408488,0.23908378,0.10315029,0.24126695,0.11875394,0.113796584,0.25443134,0.1402945,0.19346446,0.2872177,0.20814848,0.11831652,1.0,0.050195314,0.28152716,0.20582917,0.26338756,0.19207665,0.028214065,0.059230078,0.022343945,0.2068129,0.0611451,0.11770731,0.17463446,0.09072861,0.1376389,0.21497403,0.29108852,0.27632186,0.2781685,0.26884833,0.1359379,0.17063092,0.03651061,0.2813817,0.09115266,0.22118668,0.00079143385,0.14435075,0.057156675,0.28903645,0.24197108,0.0034183306,12
DoS Slowloris,0.70412636,0.078910254,0.17700656,0.2865963,0.19588302,0.12343218,0.084032185,0.28747305,0.19648163,0.19951573,0.06258716,0.008233067,0.29382944,0.038556408,0.15982294,0.006965546,0.14535493,0.052210867,0.043061864,0.051751893,0.15243058,0.29128498,0.13432904,0.12235616,0.014817697,0.23912449,0.23115866,0.03778928,0.022067463,0.15333022,0.17730717,0.04688154,0.17147571,0.11837913,0.29844114,0.10546597,0.0819292,0.11426097,0.17376997,0.08536418,0.24734601,0.28125533,0.120119885,0.15688373,0.09205956,0.14253305,0.034789126,0.23938054,0.1711178,0.046687074,0.23966748,0.020261578,0.04795919,0.07614354,0.25109535,0.1719859,0.123249024,0.116875924,0.13353664,0.08804106,0.28943345,0.041903276,0.19667181,0.12585497,0.017467532,0.26480916,0.0034761524,0.13839614,0.20604792,0.010175869,0.07604229,0.11538344,0.14191243,0.22848858,0.051871207,0.01033085,0.25925955,0.26000166,6
DoS Slowhttptest,0.8244984,0.19221245,0.07131357,0.26529154,0.0116111515,0.2234712,0.26669195,0.117936194,0.07477397,0.19368681,0.039121598,0.2583009,0.24249177,0.009899425,0.2560245,0.05683138,0.0451031,0.05486356,0.115400605,0.2746073,6.374944e-05,0.055524476,0.027034437,0.108702235,0.2234672,0.17058536,0.06498309,0.14591691,0.029712953,0.027801884,0.2927525,0.095972106,0.10911688,0.26211998,0.12724097,0.2641469,0.084771894,0.11203171,0.25725812,0.12573463,0.27296513,0.24311052,0.10474565,0.1698855,0.13105413,0.026475333,0.17954566,0.027742408,0.2143867,0.011934964,0.19624804,0.22688183,0.0803568,0.1298815,0.099403046,0.13280143,0.20499136,0.2590453,0.08141317,0.14148971,0.19042364,0.21958955,0.27728164,0.06230812,0.047314543,0.026494538,0.23457855,0.28048128,0.15471677,0.13179035,0.105516195,0.032873865,0.2566144,0.065575175,0.20931776,0.002215694,0.22512324,0.21869798,5
SSH-Patator,0.3648661,0.09052536,0.010388159,0.039438374,0.0018966518,0.059259012,0.2006359,0.004813603,0.05016374,0.23282944,0.09631316,0.004540787,0.0061129997,0.15406114,0.051518057,0.13003702,0.17263965,0.01540792,0.1625375,0.14459951,0.2519735,0.24586508,0.11787357,0.0017295487,0.05329898,0.021264251,0.14405887,0.20626491,0.28964132,0.17706616,0.014028291,0.2760859,0.22840618,0.14992876,0.17932627,0.018549373,0.25582692,0.18558261,0.12487617,0.12508218,0.09430373,0.16076052,0.009420127,1.0,0.05573022,0.28646,1.0,0.03949338,0.15239687,0.020587275,0.17494401,0.18383193,0.248465,0.2546272,0.28913656,0.20428465,0.121406086,0.031908326,0.20197834,0.17012206,0.27845734,0.24243054,0.12888545,0.23199545,0.25496083,0.24727099,0.24312545,0.20475884,0.2897136,0.16003552,0.29381353,0.029130427,0.19680424,0.13337596,0.053376075,0.13573617,0.23778552,0.18351841,10
Web Attack - XSS,0.13617507,0.043175783,0.26165807,0.022124233,0.20573671,0.5908923,0.29150388,0.057293836,0.29612857,0.14880167,0.14186513,0.1479705,0.17599171,0.04375194,0.096772246,0.0366611,0.26421368,0.027466865,0.28643855,0.19915001,0.100900166,0.290864,0.13933349,0.09120928,0.2729119,0.28858662,0.114257134,0.21637626,0.03384239,0.20691152,0.2976296,0.18249466,0.08532927,0.019084353,0.005480232,0.050714362,0.17744488,0.027470727,0.108336434,0.12511256,0.27654767,0.19194144,0.12358281,0.10614052,0.28172985,0.09186972,1.0,0.11318774,0.07050715,0.1799122,0.24885048,0.06880481,0.21338724,0.048133932,0.261763,0.21465926,0.20848437,0.10223002,0.13976033,0.015321191,0.029076308,0.058255315,0.0787678,0.24735264,0.09314488,0.22563383,0.112263486,0.097389825,0.101171665,0.24170332,0.17240153,0.036171924,0.1752288,0.20924811,0.2934743,0.029042752,0.24207024,0.23821227,13
SSH-Patator,0.23559189,0.26215655,0.27903688,0.17889288,0.20114116,0.09345776,0.22813636,0.16733141,0.14402445,0.24777704,0.14795911,0.18609238,0.051242866,0.20238492,0.07481213,0.29405802,0.2639239,0.17185465,0.22420748,0.036527883,0.06891671,0.22573909,0.19909178,0.0076941145,0.26735744,0.21364456,0.16149694,0.29176763,0.031045113,0.26212722,0.14479119,0.24163786,0.13880143,0.06534268,0.0069277473,0.08829826,0.25422797,0.29095766,0.08368578,0.13387035,0.13592212,0.2235719,0.23347212,1.0,0.03009384,0.17561519,1.0,0.11494316,0.27344012,0.047908522,0.2691788,0.23877898,0.12497674,0.18224874,0.018562008,0.03562934,0.16453318,0.2220283,0.27277428,0.16826387,0.23002371,0.13529608,0.10390769,0.2677431,0.13203794,0.16812398,0.24940957,0.22048971,0.16160223,0.087434895,0.106576554,0.24709702,0.12051199,0.03251525,0.17530502,0.2938596,0.15667734,0.27685994,10
SSH-Patator,0.50656027,0.26410916,0.26111394,0.25913903,0.02251373,0.28831315,0.20099527,0.25440976,0.021336667,0.17311448,0.07535929,0.026142355,0.03643562,0.1145972,0.27260283,0.20944113,0.11196076,0.21087384,0.2896353,0.21721596,0.1135007,0.048403516,0.24674517,0.0028908825,0.15793297,0.24985915,0.21683006,0.05542657,0.20651026,0.1360559,0.15988047,0.16032393,0.14489244,0.2097159,0.23316124,0.0822746,0.09955257,0.0069135968,0.26881942,0.0044305963,0.104605414,0.18428901,0.18100668,1.0,0.16698246,0.013999469,1.0,0.14571078,0.1527657,0.07374361,0.14132878,0.2688063,0.0952748,0.1967127,0.08795794,0.18325688,0.12678401,0.20030174,0.102199286,0.22078182,0.021046577,0.20520534,0.21600655,0.1298795,0.10582308,0.24722011,0.15379205,0.23369738,0.28432825,0.20497859,0.19882447,0.28150654,0.2225201,0.05669933,0.1161287,0.027709113,0.054922618,0.26462322,10
DoS Slowloris,0.87102836,0.21826716,0.09152478,0.16234326,0.043835223,0.18961962,0.029302934,0.28930134,0.14420696,0.21065967,0.08293785,0.01799894,0.22249511,0.007359629,0.20664123,0.2765922,0.26446393,0.22965442,0.03772668,0.06683702,0.22590016,0.2322829,0.058175713,0.048240315,0.20205969,0.20132436,0.2655024,0.25584605,0.055516474,0.2169898,0.2848212,0.18650113,0.24368492,0.004932191,0.015155798,0.16404474,0.14110532,0.043628894,0.10904799,0.23961869,0.23656385,0.28774452,0.13369164,0.2845927,0.18513797,0.10998693,0.08677897,0.1784554,0.13207018,0.1442707,0.020630311,0.039124567,0.29293534,0.100773625,0.024332648,0.053244334,0.26308107,0.28440806,0.11944387,0.108992845,0.20600957,0.029412374,0.20493169,0.19480811,0.21802402,0.026003424,0.29079637,0.06061736,0.114006504,0.09291305,0.03482756,0.033337932,0.22326592,0.00043495095,0.11987704,0.12669142,0.12070747,0.29880267,6
Web Attack - XSS,0.18621737,0.2120962,0.014509725,0.12965102,0.07181285,0.36845434,0.24222751,0.11942243,0.01161603,0.22748071,0.18159696,0.2599035,0.044192534,0.19750287,0.02958558,0.12888035,0.18397847,0.10703026,0.29139277,0.015032527,0.016336465,0.184843,0.07246795,0.22988589,0.16142957,0.10481039,0.2635271,0.09045615,0.28905332,0.020927744,0.08426414,0.19843362,0.14004365,0.12880951,0.24583103,0.0788664,0.17018333,0.1015166,0.1314429,0.053537473,0.03610276,0.12980798,0.11219799,0.115587205,0.043837395,0.1762619,1.0,0.0612229,0.13384989,0.27505752,0.09606897,0.12271634,0.26140013,0.022560645,0.2881246,0.19672424,0.032465115,0.102780834,0.089049496,0.21954054,0.01748879,0.0535434,0.12838188,0.14831355,0.062332645,0.20450118,0.07489956,0.08422731,0.2961335,0.04227516,0.083266735,0.052892774,0.23691541,0.22806631,0.012984401,0.046486694,0.103730656,0.018966185,13
DoS Hulk,0.08766745,0.18835285,0.25595748,0.08688954,0.2156644,0.693807,0.2684872,0.26281738,0.18312523,0.06171508,0.19647154,0.19185926,0.10827387,0.7992316,0.26373288,0.26676735,0.18141189,0.087099776,0.052954853,0.22422299,0.11001198,0.26442894,0.23903123,0.14651144,0.052092195,0.0811711,0.1891393,0.051855825,0.04779842,0.13111703,0.05478312,0.038489953,0.09400978,0.29876643,0.18608953,0.077069536,0.08048937,0.20889004,0.23274347,0.044611342,0.016090179,0.1822143,0.0059310026,0.18586402,0.15510888,0.21687998,0.19629964,0.09930041,0.08129949,0.20217766,0.01328321,0.14777376,0.1612365,0.0071653957,0.20920488,0.108011715,0.23739326,0.03162802,0.28345206,0.2538959,0.00077367836,0.21691056,0.083300985,0.19418651,0.28150916,0.10656578,0.2839219,0.012463981,0.033460304,0.13720484,0.14198187,0.09709661,0.28925836,0.023565313,0.23966579,0.1882718,0.27363667,0.273924,4
SSH-Patator,0.28439313,0.26267743,0.13725126,0.27350882,0.012450338,0.25930884,0.041053254,0.06272896,0.2558261,0.0494071,0.022168051,0.25214538,0.06610803,0.2786116,0.24689023,0.067656904,0.21781512,0.23691645,0.23240882,0.2915009,0.01176893,0.2514424,0.20646636,0.25853416,0.19717602,0.20570356,0.0075456095,0.20442098,0.14614375,0.088967614,0.21837528,0.20237018,0.22284846,0.09079328,0.21849144,0.09650449,0.1328271,0.1347637,0.012926702,0.049521443,0.13495412,0.27696517,0.16760832,1.0,0.26827213,0.13784207,1.0,0.20800813,0.081483416,0.2200666,0.27021408,0.14962465,0.04732392,0.0037108983,0.1499577,0.2896054,0.19695647,0.12151397,0.19009683,0.23645484,0.20564665,0.10257191,0.12586597,0.060622346,0.15050621,0.28422776,0.24932761,0.009981774,0.012408058,0.18226796,0.065896325,0.090601504,0.16747192,0.017267015,0.14422221,0.05948736,0.24174267,0.28101873,10
DoS Slowhttptest,0.7462627,0.15460953,0.074915774,0.035133086,0.1729775,0.26645565,0.12188921,0.17075208,0.1719599,0.14460768,0.1024108,0.004393924,0.07443809,0.048007324,0.11580313,0.06243547,0.17164372,0.24297017,0.001888948,0.0020277076,0.03309596,0.237655,0.13696757,0.10244063,0.118242905,0.28095624,0.16930157,0.06588235,0.20212616,0.114032455,0.23259097,0.028251538,0.29946902,0.037359286,0.19958587,0.029504666,0.08988002,0.08426542,0.24261919,0.06871503,0.24978456,0.10547714,0.29454854,0.21518846,0.17878142,0.11064763,0.060802434,0.29368353,0.04212155,0.019849792,0.17338994,0.21832892,0.23877163,0.024212416,0.28326604,0.18571179,0.23456828,3.1955385e-06,0.2967574,0.24135987,0.06644696,0.05765094,0.19852349,0.286383,0.1521141,0.20800456,0.28324765,0.14033434,0.094764315,0.06660551,0.026427642,0.09790644,0.24033992,0.021433126,0.082395636,0.15038837,0.031336877,0.10298529,5
DoS Slowloris,0.97122306,0.04531398,0.12328382,0.15470906,0.15942588,0.154895,0.27442107,0.23528074,0.29288933,0.18662982,0.10834886,0.007104255,0.11527347,0.04952141,0.021961624,0.2769468,0.024363114,0.0456088,0.058526795,0.07942414,0.21477227,0.018489104,0.046352725,0.21904247,0.20470607,0.117133595,0.16146299,0.29439262,0.12598589,0.27567005,0.2607415,0.114687294,0.20320418,0.22096488,0.08588993,0.037726995,0.09329811,0.17858073,0.22543927,0.23997036,0.29892147,0.21384692,0.06486811,0.01214377,0.23998342,0.03598159,0.09933365,0.014540831,0.24392569,0.15067524,0.2957083,0.04733709,0.10666818,0.21913628,0.10068507,0.05499254,0.17261596,0.059157275,0.27483317,0.2081552,0.1658749,0.11787499,0.04238962,0.2226485,0.055916965,0.10651534,0.27690563,0.15123543,0.15574083,0.2928759,0.23149507,0.17436275,0.14578499,0.07319237,0.1625253,0.031530563,0.0008640038,0.13881475,6
DDoS,0.05732481,0.087828934,0.26966563,0.23871176,0.24580584,0.23428495,0.003817111,0.10894515,0.17806058,0.021874124,0.17768435,0.28594002,0.22999813,0.91995937,0.8624463,0.27718595,0.21120524,0.2893788,0.29648602,0.21072382,0.015677687,0.061426166,0.036551073,0.29861712,0.26562595,0.229621,0.17849502,0.09792324,0.18681945,0.2928713,0.038707796,0.080785915,0.12227566,0.16820878,0.25601372,0.15701292,0.14639808,0.005769167,0.090910606,0.008123341,0.038875896,0.07649195,0.08206304,0.0,0.13519394,0.0026611849,0.142601,0.10022499,0.2753307,0.23628719,0.20330697,0.15033711,0.059166506,0.15859918,0.001615079,0.16879082,0.26544294,0.10235809,0.09370763,0.019880293,0.085005715,0.07809685,0.24284904,0.06232949,0.05618233,0.047128405,0.17521647,0.13154946,0.15802868,0.06292484,0.15361743,0.20612209,0.2413474,0.015809074,0.22758938,0.11895753,0.21152033,0.16277987,2
